,companyId,companyName,description,companyType,employeesCount,timestamp,ICP-conform
1395,7006014,Jobman Workwear AB,"Arbetskläder gjorda för och av professionella yrkesmänniskor.
Jobman utvecklar och producerar arbetskläder med funktionell design och av hög kvalitet för professionella yrkesmänniskor. Vår mission är att förse yrkesstolta människor med arbetskläder som fyller alla krav på funktionalitet och skydd utan att göra avkall på komforten. Jobmans vision är att göra alla sina kunder, oberoende av yrke, till nöjda bärare av Jobman arbetskläder varje dag.

Workwear made for and by professionals.
Jobman develops and manufactures workwear with contemporary design of extremely high quality and performance for professionals of all trades.  Our mission is to provide our wearers with clothes that meet all their expectations of functionality, performance and protection while being supremely comfortable and practical to wear. Our vision is to make all our customers satisfied and proud to wear Jobman Workwear every day.",Textiles,11-50 employees,2022-03-18T09:42:08.123Z,False
1396,18137642,ICA-handlarnas Förbund,"The Association of ICA Retailers (ICA-handlarnas Förbund) is a non-profit association and member organisation for active ICA retailers in Sweden. Our goal is to work for a sustainable and profitable business for both committed retailers and ICA Gruppen, and at the same time be a voice in the public debate.

The Association of ICA Retailers is also majority shareholder, with 51,3%, in ICA Gruppen, where the operations of ICA Sverige, ICA Fastigheter, ICA Banken, Apotek Hjärtat, Rimi Baltic are included.

The Association of ICA Retailers is responsible for and manages five foundations and funds.

At the turn of the year 2016/17 the Association of ICA Retailers had 1496 members.",Retail,11-50 employees,2022-03-18T09:42:08.123Z,False
1397,15207465,"Tunga Lyft AB, a Storskogen Group Company","We are experts in heavylift. We lift and move everything from safeboxes to bridges and whole houses. We have turnkey solutions and our knowledge comes in handy in all kinds of businesses and industries.
 
Our technology and services are well suited where the conditions are different, tight and heavy and where the solutions are not obvious. Each lifting task is unique, has its own special conditions and requires close cooperation between us and you as our customer.

Together with you, we identify and analyze problems and create solutions that include all or some of our services: lifting, assembly, transportation, launch, consulting, design, engineering and lift line.

Of course, there is also an economic aspect to our overall solution. Our experience is that it pays to let a vendor run a lifting task with all that implies.

If you need help to lift and move a complex task in a safe way, contact us!",Building Materials,51-200 employees,2022-03-18T09:42:08.123Z,False
1398,33488910,MEAG VA-SYSTEM AB,"Meag Va-system har 80 års erfarenhet av att tillverka och leverera kvalitativa produkter för bästa va-lösningar i betong. Vi är ett branschledande familjeföretag bestående av erfarna specialister med en företagskultur som präglas av engagemang. yrkesstolthet och samhällsnytta. Dagligen stärks vi i vår övertygelse om att betong ökar som prioriterat material i kvalitativt byggande. Vårt mål är att betong ska vara med i alla kommuners materialvalspolicy. Vi bidrar till att skapa smartare infrastrukturmed produkter och lösningar som är moderna och anpassade till de nya kraven på va-nätet.

Vi är rådgivaren och partnern till yrkeskunderna i Mellansverige. Tidigt i uppdragen ger vi råd och vägledning för att åstadkomma optimalt resultat. Innovativa och högkvalitativa produkter tas fram utifrån kundernas behov. Leveranserna sker direkt från våra fabriker till kunderna och vi ger vid behov rekommendationer och utbildning på plats. Vår organisation omfattar produktion, lager och försäljning. På vår marknad har vi fyra fabriker; i Hallsberg, Stora Skedvi, Vänersborg och i Västerås sker produktion och lagerhållning. Försäljning sker från dessa fyra orter och även i Huddinge. Alla våra prefabricerade varor lagerförs tillsammans med andra objektspecifika produkter från varumärket ALFA RÖR.

Några exempel på uppdrag;
- Bergtunnlar förbifart Stockholm
- Ombyggnad och upprustning av Västerås hamn
- Utbyggnad av Värtahamnen
- Nybyggnation av pir och hamnområde Kapellskär
- Nybyggnad av bergtunnlar Norra Länken
- Utökning av gruvområde i Garpenberg
Se vår hemsida för utförligare presentation av våra uppdrag,
www.meag.se",Building Materials,51-200 employees,2022-03-18T09:42:08.123Z,False
1399,7152707,Jehander,"Jehander är en av de ledande leverantörerna av berg- och grusmaterial till byggindustrin. Vi producerar, säljer och distribuerar även sand- och jordprodukter samt importerar och säljer geotextil. Även privatpersoner köper våra produkter till villa, trädgård och fritidshus. Jehander har en omsättning på 500 miljoner kronor och har 130 anställda.",Building Materials,51-200 employees,2022-03-18T09:42:08.123Z,False
1400,28183623,Hooks Herrgård,"Hooks Herrgård ligger strax intill E4:an, tre mil söder om Jönköping. Härlig 1700-tals miljö blandas med moderna konferenslokaler och skapar Smålands trevligaste konferensmiljö. 

Intill herrgården finns ett spa på 1300 kvm med härlig arkitektur där du kan simma i en swimmingpool längs sjökanten och ta ett avkopplande bad i varma & kalla källor. Njut av sköna behandlingar, träna eller bara koppla av i härlig miljö. 

På anläggningen finns två golfbanor med gott rykte bland Sveriges golfare, så det finns många möjligheter för att aktivera sig. I herrgårdens kök tillagas gourmetmat av högsta klass och efter en god natts sömn serveras en kravmärkt frukost med hänförande utsikt över sjön. ","Health, Wellness and Fitness",51-200 employees,2022-03-18T09:42:08.123Z,False
1401,2366949,Willab AB,"Willab AB is a company within the area of agriculture and horse riding products. Willab AB is active in 5 categories; Equestrian, Agro, Fencing, Construction, and Nutrition.",Import and Export,11-50 employees,2022-03-18T09:42:08.123Z,False
1402,30621317,ERT Godis AB,"Varmt välkommen till oss på ERT Godis. Vi är en av landets största privatägda grossister av godis, snacks och läsk. Du hittar vårt huvudkontor i småländska Växjö.
Det är här vi bor och här vi verkar. Därför hoppas vi också att du ska uppskatta vårt småländska kynne – en jordnära attityd, löften som infrias, förstklassig service, ett lättsamt sätt men ett allvarsamt omhändertagande av vår relation till dig som kund.

I och med vårt mycket breda sortiment och vår väl utvecklade logistik, samarbetar vi med såväl dagligvaruhandel som servicehandel, marknadsknallar, föreningar, presentreklamföretag, kiosker med flera. Hos oss känner sig alla som hemma och vi anpassar vår flexibla organisation helt utifrån dina unika behov.

Tycker du att det låter spännande med en enveten, erfaren, glad och hårt arbetande smålänning? Tveka inte att kontakta oss.",Food & Beverages,51-200 employees,2022-03-18T09:42:08.123Z,False
1403,11451458,13:e Protein Import AB | SELF omninutrition,"13:e Protein Import AB | SELF omninutrition, founded in 1997, a Scandinavian leading manufacturer of high quality Functional Sports Food and Nutritional Supplements. Our production plant in Stockholm produce products for both private label and our own brand SELF omninutrition.",Food Production,51-200 employees,2022-03-18T09:42:08.123Z,True
1404,16187870,Rybrinks AB,"Vi började vår resa för snart 40 år sedan, då Jan-Åke Rybrink valde att gå sin egen väg efter många år som inköpschef på EPA. Han bestämde sig för att följa sin dröm och starta eget företag. Gunry i Kungsbacka, som idag har namnet Rybrinks. Jan-Åke drevs av att göra affärer som skapade stora värden för både leverantörer och kunder. Den ambitionen har Johan Rybrink utvecklat vidare. 

Idag är Rybrinks en svenskt innovationsdrivet familjeföretag som förenar funktion och upplevelser i noga utvalda livsstilskoncept för hygien, kosmetik och rengöring.
Vi erbjuder ett antal välkända varumärken i vår portfölj. Topz och Gunry är två exempel och fler är på gång. Den gemensamma nämnaren är hållbara produkter av god kvalité. 

"" Vi sätter guldkant på vardagsrutinerna""",Retail,11-50 employees,2022-03-18T09:42:08.123Z,False
1405,5448987,NCC Roads AB,"NCC Roads AB is a building materials company based out of Vallgatan 3, Solna, Stockholm, Sweden.",Building Materials,11-50 employees,2022-03-18T09:42:08.123Z,False
1406,10618796,Qvesarum,"På Qvesarum arbetar vi utifrån en omsorg om både människor och hus. Vi är stolta över att våra produkter är resultatet av genuint hantverk och skapade i en hållbar och tidlös stil. Det är en inriktning som uppskattas av allt fler husägare som insett att hantverksmässigt tillverkade bygg- och inredningsdetaljer ger ett både funktionellt och vackert hus.

Qvesarums resa startade med ett brinnande intresse för byggnadsvård och tidstypiska detaljer. En tro på värdet i att bygga och renovera varsamt och kvalitetsmedvetet. Då, i början på 2000-talet, arbetade vi framförallt med återbruksmaterial. Efter hand, när vi såg hur hållbara och funktionella dessa produkter var, började vi även nyproducera efter gamla modeller.

Idag består större delen av vårt sortiment av nyproducerade varor som tillverkas på ett hantverksmässigt sätt. Det betyder att varje vara är unik och att man ibland kan ana små, små skillnader mellan dem. Se det som ett tecken på äkta hantverk.",Building Materials,11-50 employees,2022-03-18T09:42:08.123Z,False
1407,134393,Laboratoire Fleur de Santé,"Laboratoire Fleur de Santé skin care was founded in 1980, with the distinction of being the only brand in the world to utilize Swedish and French medicinal flowers in their beneficial formulations. 

The tradition continues as the brand is experiencing a re-birth with CEO Mathias Tönnesson. His passion to create skin care with “every detail considered” sees the latest clinically proven collections containing antioxidant-rich Champagne extract, plant stem cell-boosted flowers, and airless packaging that preserves each product. 95% natural and never tested on animals, Fleur de Santé is more than premium skin care – it is the result of one man’s passion to create products made from love.",Cosmetics,11-50 employees,2022-03-18T09:42:08.123Z,False
1408,18209480,Biofood,"Vår vision är att bidra till att människor och vår jord mår bra. Vår idé är att erbjuda ett brett sortiment av ekologiska, naturliga och hållbara produkter av bästa kvalitet inom kost och hudvård – tillgängligt för alla.
För att lämna gröna fotspår samarbetar vi med de bästa leverantörerna både lokalt och globalt. Vi gör det enkelt, roligt och meningsfullt att hitta och välja våra varor. Vi lockar fram kärleken till mat som smakar och gör gott!

Välj vår ekologiska och naturliga mat så lever du i harmoni med dig själv och världen – inte bara för stunden utan för all tid framöver.

Eat good – feel fine! ",Food & Beverages,11-50 employees,2022-03-18T09:42:08.123Z,False
1409,6419324,Kraft Group a B Corp company,"Sedan 1991 marknadsför Kraft Group välkända och noga utvalda varumärken inom professionell hårvård, hudvård och makeup. Våra produkter och behandlingar finns för alla hår- & hudtillstånd. Produkterna är högkvalitativa, innovativa och har en egen utmärkande inriktning och profil. Produkternas gemensamma nämnare är att de alla vänder sig till den kvalitetsmedvetna konsumenten.

Vi vill vara en nära partner till våra kunder och vi erbjuder ett helhjärtat engagemang, högsta servicenivå, professionalism och omsorg. Våra erfarna medarbetare informerar, utbildar och ger tekniskt stöd till våra kunder. Som kund till oss kommer du också att känna att vi finns där för dig, alltid.",Cosmetics,51-200 employees,2022-03-18T09:42:08.123Z,True
1410,18234300,Foodimpex International AB,"Founded by Helge Andersson in 1973, Foodimpex started its activities based on the contacts he established during his job as purchasing manager within the Food industry, in which he was active his whole life.

Today our companys main product line is deep-frozen fruits, berries and vegetables. Our main focus is private label packing along with direct supplies to the food industry.

Through our highly qualified, fully certified supply network around the world we are able to customize solutions and develop full categories of innovative items and packaging. Our wide geographical reach gives us flexibility and a very large range of ingredients for single pack and product blends. It has also made us a leader in product development from idea to finished packed product. We can supply you with the fruit of our work from all the corners of the World.",Food & Beverages,11-50 employees,2022-03-18T09:42:08.123Z,False
1411,6442162,Gymleco,"Gymleco har sedan starten 1994 fokuserat på funktionell träningsutrustning med lång livslängd och inget behov av service. Tack vare detta har vi blivit en av nordens största tillverkare gym- och träningsutrustning med återförsäljare i hela världen. 

Vi vill att våra kunder ska se oss som en totallösning och en lönsam investering. Genom dialog med kunden skapar vi innovativa och optimala lösningar. Med andra ord: egen konstruktion – inga kopior.

www.gymleco.se
www.gymleco.com
www.shop.gymleco.se


Since 1994 Gymleco have focused on longlasting, functional training equipment with zero service costs. Thanks to this we have become one of the largest manufacturers of gym -and fitness equipment with distributors around the world.

We want our customers to see us as a total solution provider and a profitable investment. Through dialogue with costumer, we create innovative and optimized solutions. In other words: Our own design - no copies.

www.gymleco.com",Sporting Goods,11-50 employees,2022-03-18T09:42:08.123Z,False
1412,3613078,RS Sports,"RS Sports is a premium sports brand, founded by tennis star Robin Söderling. Our main areas are Tennis, Padel and Sportswear. Our ambition is to develop and produce astonishing products with no compromises when it comes to quality, material, design and durability.                                                                 

Please read more at www.rsracketsports.com",Sporting Goods,11-50 employees,2022-03-18T09:42:08.123Z,True
1413,18288693,Isbjörn of Sweden,"ISBJÖRN of Sweden är ett svenskt outdoor- och skidvarumärke som erbjuder marknadens bästa och mest hållbara tekniska funktionskläder för barn mellan 0-16 år i kategorierna baby, kids och junior. Företagets vision är att erbjuda slittåliga och hållbara kläder i miljövänliga material som motsvarar kvaliteten hos premiumvarumärken för vuxna. ISBJÖRN of Sweden grundades år 2005 och har idag återförsäljare i Skandinavien, Europa, Japan och sedan hösten 2016 även i Kina. Följ gärna ISBJÖRN of Sweden på Cision, Instagram @isbjornofsweden och på Facebook.

Nordic KidsWear AB was founded 2005 by Maria Frykman Forsberg and Camilla Schmidt. The business idea was born when they had their first babies, not finding proper outdoor gear for their little ones in order to keep their outdoor lifestyle. Children wear is often connected and decorated with cuddly bears.These garments were made to endure a tougher climate and a harder use. So it came as a rather natural choice to pick the toughest bear on the planet as a symbol for the brand – the polar bear. The ISBJÖRN of Sweden collection covers the age from 0-16 years, offering all necessary layers you might need for your child being active outdoors, at day care center or in the spare time with the family. The collection was launched in the most exclusive outdoor shops in Sweden and today the brand is distributed by over 250 exclusive retailers in Scandinavia, Europe and Japan. The success factor for ISBJÖRN of Sweden is to bring true product sustainability into the children wear market, by offering products
in the same high quality as for premium adult outdoor wear and also by taking an environmental friendly approach when choosing the materials. It is quite simple actually - “What is best for your child is also best for the environment”.

Founders - Maria & Camilla",Retail,1-10 employees,2022-03-18T09:42:08.123Z,True
1414,10574103,Epecon,"Epecon är nytänkaren inom området vattenburna värmeprodukter. Vi arbetar aktivt för att förstå förutsättningarna och utmaningarna vid projektering och installation av vattenburna värmeprodukter i olika typer av lokaler och fastigheter. Genom detta arbete har vi utvecklat många anpassade produkter med syfte att ge: lägre totalkostnad, förenklad installation, enklare projektering, energibesparingar, estetiskt tilltalande värmeinstallationer, bättre utnyttjande av fastighetens yta och fastigheter med flexibilitet för framtida behov. 

Allt börjar med dialogen med dig som har ett behov, ett önskemål, en vision eller ett problem relaterat till värmen i en befintlig eller framtida fastighet. Vi på Epecon sätter oss in i situationen och för en diskussion med dig för att komma fram till bästa möjliga lösning för vattenburen värme. Ofta har vi en passande produkt som uppfyller dina behov. Det här är möjligt genom våra egna fabriker, som är specialister på tillverkning av anpassade värmeprodukter.

Vi har marknadens klart största sortiment av panelradiatorer med över 30,000 olika modeller, max 2 veckors leveranstid för alla modeller och antal av panelradiatorer, stort lagerhållet sortiment av Mini konvektorn med omedelbar leverans, egen produktion av energieffektiva takvärmepaneler.

Vi ser fram emot att hjälpa dig - gärna tidigt i projektet.",Building Materials,11-50 employees,2022-03-18T09:42:08.123Z,False
1415,28815321,Science fiction bokhandeln,"Specialistbokhandel för allting inom science fiction, fantasy och skräck. Vi har butiker i Stockholm, Göteborg och Malmö plus näthandel. Vi arbetar med fantastik och nörderi, och har förutom böcker omfattande spelavdelningar (bräd-, figur- och rollspel), seriealbum, och samlarobjekt: kläder, figurer, inredning osv. knutet till mediafranchises.",Retail,51-200 employees,2022-03-18T09:42:08.123Z,True
1416,68500472,Viva Wine Group,"Fast growing entrepreneurial entity in the beverage industry. The leading wine group in the Nordics, with a strong position in the European e-commerce market for wine. Pioneer in organic and ethically sourced wine. Climate efficient transports and packaging.",Wine and Spirits,201-500 employees,2022-03-18T09:42:08.123Z,False
1417,638501,Vingruppen i Norden AB,!,Wine and Spirits,11-50 employees,2022-03-18T09:42:12.967Z,False
1418,10356201,Flinks Järn,"""Vår enda uppgift är att göra yrkesfolkets vardag enklare.""

Flinks är snabbgrossar bara för yrkesfolk

Flinks Järn är ett familjeägt företag som startade i Stockholm redan 1907. Vi finns idag med fem snabbgrossar på 2500 kvadratmeter vardera för yrkesfolket i Storstockholm.  Sortimentet omfattar ca 20 000 noga utvalda artiklar med över 99 % leveranssäkerhet. 

Men vi vill inte bara leverera ett brett sortiment av produkter, vi vill även bidra med vårt kunnande. Vi brukar säga att vi inte bara säljer en produkt utan att vi säljer en lösning. Hos oss möts du av kunnig personal, många med bakgrund i olika hantverksyrken, för att ge yrkesfolket en bra och snabb service. Kom in till oss så tar vi tillsammans fram den bästa lösningen för just ditt behov. 

Vi har öppet alla helgfria vardagar 06.00 - 17.00 året runt.  

Flinks sortiment bestäms av säljarna ”på golvet”

Det är ute i yrkesfolkets vardag som det avgörs vilka produkter som håller måttet och vilka som inte gör det och vi vill att det ska vara så kort väg som möjligt mellan tillverkarna och dig som användare. Därför är det personalen du möter i våra snabbgrossar som även bestämmer vårt sortiment. Inte en inköpschef på ett kontor i Göteborg eller Antwerpen. 

Flinks fokuserar på kostnad inte på pris.

""Vad kostar varan?"" En vanlig fråga vid valet av leverantör. På Flinks Järn tycker vi att du borde ställa en annan fråga: ""Vilka kostnader tänker min leverantör bespara mig?"" Vi tror att det är viktigare för dig att titta på din egen timtid istället för att leta efter tillfälliga kampanjpriser. Ditt eget arbete kostar betydligt mer än själva varan du köper. Ju mindre tid du behöver ägna åt att hitta rätt vara och att transportera den, desto mer dyrbar arbetstid spar du. Vi ser det som vårt uppdrag att hjälpa dig att sänka dina totalkostnader.",Building Materials,51-200 employees,2022-03-18T09:42:12.967Z,False
1419,96142,Tidsam AB,"Tidsam är Sveriges största tidningsleverantör och ser till att konsumenter får tillgång till fantastiska tidskrifter och magasin inom dagligvaru och servicehandeln. Både, fysiska butiker och via e- handel. Vi levererar till ca 5 500 återförsäljare runt om i landet och vårt sortiment innehåller såväl svenska som internationella tidningar. Sortiment har många starka varumärken och en bredd som passar för både stora och små läsare. 
Våra aktuella titlar hittar du på www.tidsam.se  
 
Det säljs tidningar till ett värde av ca 1,1 miljard i Sverige på ett år och just nu har vi en mycket positiv trend då tidningar ökar i försäljning. 
I Sverige läser ca 7 av 10 svenskar i åldern 9 - 79 år tidskrifter och 94% läser på papper, endast 6% digitalt.  
 
Det arbetar ca 155 personer på Tidsam varav 41 st. på huvudkontoret i Stockholm och ca 100 st. på distribunalen i Värnamo där tidningarna packas och levereras ut till butik. Vi har även 13 st. säljare runt om i Sverige och 3 st. säljare i Norge. 
 
Tidsam ägs av Bonnier News AB, Egmont Publishing, Aller media och Förlags AB Albinsson & Sjöberg. Vi är miljöcertifierat enligt ISO 14001.
",Retail,51-200 employees,2022-03-18T09:42:12.967Z,False
1420,3829540,Grazette,"Grazette develops professional haircare and styling products for the Swedish as well as the international market. The company handle every facet of it's own research, development and production. Grazette sells exclusively to hair salons and our products are developed in close cooperation with prominent experts in the industry. The company is elected in the international and prestigious organization Intercoiffure.",Cosmetics,11-50 employees,2022-03-18T09:42:12.967Z,False
1421,24792955,ICA Maxi Stormarknad Katrineholm,"ICA Maxi Stormarknad Katrineholm är Katrineholms största matbutik med mer än 20 000 kunder i veckan. Vi vill erbjuda våra kunder utmärkt kundvård och strävar ständigt efter att förbättra vår butik. På ICA Maxi Stormarknad i Katrineholm är vi cirka 100 medarbetare. Vi vill skapa en arbetsplats där du trivs och utvecklas.

Vi letar ständigt efter nya talanger som vill göra karriär och utvecklas inom ICA. Vill du jobba inom daglivaruhandel och drömmer om att bli ICA handlare, butikschef eller försäljningschef i framtiden? Då är ICA Maxi Katrineholm rätt ställe för dig!
",Retail,51-200 employees,2022-03-18T09:42:12.967Z,True
1422,15194906,"Saint-Gobain Sweden AB, Scanspac","Scanspac har sedan 1955 utvecklat och tillverkat färdigblandat spackel i nära samarbete med professionella målare. Varumärket Dalapro som ägs av Saint-Gobain Sweden AB, Scanspac leder utvecklingen av färdigblandat spackel i Europa och arbetar innovativt för att utveckla nästa generation av system för ytbehandling av väggar och tak. 
Scanspac har cirka 60 anställda och spackeltillverkningen sker i Sala och i Glanshammar där även huvudkontoret ligger.

Saint-Gobain Sweden AB är företaget bakom varumärkena Dalapro, Gyproc, ISOVER och Weber. Företaget ingår i den franska Saint-Gobain koncernen med över 179 000 anställda. I Sverige bidrar cirka 850 anställda till en omsättning på  drygt 3 miljarder SEK.",Building Materials,51-200 employees,2022-03-18T09:42:12.967Z,False
1423,35602218,Gåshaga Kafferosteri,"Gåshaga Kafferosteri - ett av Sveriges mest snabbväxande och största  mikrorosterier.  Vi vill utmana dåligt kaffe – det är en resa vi påbörjat och som hela tiden drivs av jakten mot det bästa kaffet. Följ med på resan när vi utmanare de traditionella rostarna och möjliggör ett bättre kaffe till folket.

",Food & Beverages,11-50 employees,2022-03-18T09:42:12.967Z,False
1424,10178645,FUJIFILM Nordic AB,"Fujifilm Nordic AB

The Nordic sales unit of Fujifilm Corporation consists of Sweden, Norway, Finland and Denmark. In 2014, the countries'​ operations were merged and today they operate together under the name Fujifilm Nordic AB. The company has a total of 45 employees working in the business areas:

● Electronic Imaging; digital cameras, lenses and accessories
● Photo Imaging; Instax cameras, photo papers, digital photo labs, photo products, chemistry and photo development. 
● Medical Systems; medical equipment for healthcare and veterinary equipment
● Optical Devices; broadcasting equipment, TV and Cinema lenses, projectors and binoculars


Fujifilm Corporation

Fujifilm Corporation is a wholly owned subsidiary of Fujifilm Holdings Corporation, headquartered in Tokyo, Japan. The company was founded in 1934 and then produced photographic film under the name Fuji Photo Film. Since then, the business has expanded explosively both in terms of product areas and markets. Fujifilm have today offices all over the world with nearly 80,000 employees. The company operates in a wide range of areas including digital cameras and photo films, camera lenses, recording media, medical equipment such as mammography and x-rays, flat screen materials and office products, veterinary equipment, pharmaceuticals and cosmetics. The company strives throughout its operations to contribute to advances in culture, science, technology, industry, better health and protection of the environment.",Consumer Electronics,11-50 employees,2022-03-18T09:42:12.967Z,False
1425,6823333,Tapwell,,Import and Export,11-50 employees,2022-03-18T09:42:12.967Z,True
1426,888173,Feldts Fisk & Skaldjur AB,"Feldt's fisk och skaldjur AB is Sweden's largest producer and supplier of seafood to the HoReCa market.
With over 800 products available, and a large range of MSC/ASC certified lines, Feldt's is the ideal supplier for all seafood related requirements.
Created little over 20 years ago, on the west coast of Sweden, Feldts's has become an international supplier all the while keeping the high level services offered by a local family run company. This in turn allows Feldt's to entertain a close relationship with all customers while adapting to the increasing demands in products and volums required by the larger clients.
In the long run, Feldt's fisk opch skaldjur aims to become Europe's number one choice in Seafood supplies.",Food & Beverages,51-200 employees,2022-03-18T09:42:12.967Z,False
1427,33501088,QSTAR FÖRSÄLJNING AB,"Qstar Försäljning AB är ett bensin - och drivmedelsbolag på den svenska marknaden. Idag driver Qstar ett stationsnätverk med 350 stationer varav merparten är helägda automatstationer. Huvudkontoret ligger i Norrköping. Sedan 2014 ägs bolaget av DCC Ltd.

Välkommen till Qstar automatstationer - tillsammans kan vi hålla hela Sverige levande!",Retail,51-200 employees,2022-03-18T09:42:12.967Z,False
1428,28942840,ICA Maxi Haninge,"Vi är en av Sveriges största ICA-butiker, hos oss är kunden alltid i fokus. Här jobbar 250 engagerade servicehjältar.",Retail,201-500 employees,2022-03-18T09:42:12.967Z,True
1429,19112123,CURA of Sweden,"We are CURA of Sweden, the Swedish company offering a full range of sleep-enhancing products. Our primary goods are weighted duvets and blankets, but we also offer pillows, bedding, sleep accessories, publications about sleep, and more - all for adults and kids. 

What are weighted sleep products? 
In healthcare, weighted blankets have long been used to help people sleep better and thus get more energy to cope with everyday life. We want to make it possible for everyone. Having a weighted duvet or blanket and getting a good sleep restores energy, reduces anxiety, improves well-being, increases comfort. 

You can trust us.
All CURA duvets and blankets are registered as medical aids at the Medical Products Agency: LVFS 2003:11, LVFS 2001:7, LVFS 2001:5. Our products are CE-marked according to the Medical Technology Directive, class I. We test the products in professional laboratories, to ensure that they meet our environmental requirements. 

CURA. What a difference a night makes.","Health, Wellness and Fitness",11-50 employees,2022-03-18T09:42:12.967Z,True
1430,10047076,Cykloteket,"Vi på Cykloteket är passionerade cyklister och vi vill inget hellre än att hjälpa dig att komma igång med cyklingen – oavsett vilken nivå du är på. Vi har cyklar för alla! Cykloteket är en renodlad cykelaffär och vi är även störst på cykeltillbehör och kläder. Genom att fokusera på service och kvalitet kan vi även erbjuda vår uppskattade Livstids Servicegaranti på alla cyklar vi säljer.

Genom vår höga servicenivå, kvalitén på våra cyklar och att vi tar hand om efterjusteringar, kan vi tryggt påstå att det är störst chans att du blir nöjd med ditt cykelköp på Cykloteket.",Retail,51-200 employees,2022-03-18T09:42:12.967Z,True
1431,750427,Salinity AB,"For almost 200 years we have been experts in SALT. Salt that keep the roads safer, the water softer, farming more profitable and food tastier. 

We have been affected by war and other global crises but have remained true to this essential mineral throughout. Thanks to an accumulation of knowledge, dedication and experience we can deliver high quality salt products to markets worldwide. Now, with the fourth generation at its helm, we continue to build on a tradition of stability, security of supply and innovation - valuable elements in giving our customers the best possible service.

Salinity is a corporate group incorporating Salinity AB in Sweden, Salinity Deutschland GmbH in Germany and Salinity Trading AG in Switzerland. ",Import and Export,11-50 employees,2022-03-18T09:42:12.967Z,False
1432,37197671,Becore AB,"BECORE is a premium lifestyle brand with a personal feel and commitment to focused and joyful exercise. 

Classes with internationally renowned fitness concepts, all highly efficient and fun full body workouts. Together with our community, from our service minded front desk team to our experienced instructors, our aim is to make your visit to BECORE the best part of your day. It's a complete body and mind transforming experience. 

Locations in Stockholm:
- CITY, Jakobsbergsgatan 34
- VASASTAN, Tulegatan 33
- URBAN ESCAPE, Gallerian, Hamngatan 37
- SÖDERMALM, Götgatan 36, COMING SUMMER 2022
","Health, Wellness and Fitness",11-50 employees,2022-03-18T09:42:12.967Z,True
1433,1576034,Jästbolaget AB,"JJästbolaget grundades 1893 och är idag Nordens ledande producent och leverantör av jäst och jäsbaserade produkter, alltid med omtanke om människor och miljö. Vi är verksamma inom två affärsområden; bagerijäst och specialprodukter för t ex foderproduktion, alkoholtillverkning och akrylamidreducerande ändamål. Tillverkningen sker genom en avancerad biokemisk process i vår automatiserade anläggning norr om Stockholm. Vi bedriver också ett omfattande utvecklingsarbete för att ta fram nya produkter och applikationer. Våra produkter säljs på den nordiska marknaden men vi har även en betydande export. Vi är 55 anställda och arbetar efter våra värdeord – modig, pålitlig och inspirerande och ingår sedan 2002 i Orkla-koncernen, noterade på Oslobörsen.",Food Production,51-200 employees,2022-03-18T09:42:12.967Z,False
1434,10199765,Engelsons,"Engelsons är ett familjeägt e-handelsföretag/butik som grundades 1974. Redan från starten hade vi en idé om att erbjuda alla våra kunder funktion, kvalité och bästa service till priser alla ska ha råd med. I den andan har vi fortsatt och idag har vi över 600 000 aktiva kunder i hela Sverige som gillar oss och våra jakt- och fritidsprodukter.

Vi finns i Falkenberg och är idag ca 130 medarbetare. Vi är ett företag som växer snabbt och stabilt. Omsättningen närmar sig 600 miljoner och under 2021 skickade vi ut 750 000 paket till våra kunder.",Retail,51-200 employees,2022-03-18T09:42:12.967Z,True
1435,11857957,Elbe AB,"På Elbe är vi experter på butiksinredningar och displaylösningar till detaljhandeln. Vår målsättning är alltid en bra affär; för dig, ditt varumärke och dina produkter. Så var det redan när vi grundades 1945 och har fortsatt så än idag. 

Vi tror på att utvecklas tillsammans med våra kunder och det har tagit oss långt. 
I Hillerstorp, hjärtat i Småland, via säljbolag i Danmark, Norge och Finland exporteras våra butiksinredningar idag till hela världen.

Under åren har vi samlat på oss en unik bredd och kompetens inom butiksinredningar och displaylösningar. Vi vet vad som krävs för att skapa optimerad försäljning. Vi vet hur man får effekt ur varje kvadratmeter.

Vi delar gärna med oss av vår erfarenhet och kunskap. Du är alltid välkommen att besöka oss och vår 16 000 m2 stora fabrik och lager i Hillerstorp. Där guidar vi dig igenom vår värld, lyssnar på dina visioner och idéer och får tid att prata affärer tillsammans. 

Kontakta oss gärna eller läs mer om vårt erbjudande.",Retail,51-200 employees,2022-03-18T09:42:12.967Z,False
